sentimen,Tweet
0,duh kamu mas kecil jangan paham
0,hayu sabtu skr minggu turun jalan
1,alhamdulillah aksi damai jalan lancarebenarnya dulu memang damai pernah sedikitpu
1,retorika buat kamu sholat tuhan sendiri tau kamu sedang sholat wkwkwk
0,memang fakta belum negara asing tidak percaya agama iklas kirim bantu tuduh laku mur
0,jadi kaca amat aceh gempa tsunami saran lagi tuduh korban bencana sbg laku
1,kalau gagal cuba biar selekeh janji otak padu ilmu tetap senyum bila sedih amp sakit sayang semua
0,sekarang kamu masih pendek tinggi wkwkwk
0,selamat hari batik nasional identitas bangga budaya haribatiknasional
0,era pak jokowi lihat tonton kali presiden lewat harus dengar serene paspampres menyeb
1,akan lupa kamu
0,hai min infoin lagi openfollbackallacc tinggal follow mention aja thanks insom
0,jadi daster dipake kamu
0,halo buat kalian tinggal putar bangli dapat product gestore bal brigjen ngurah rai
0,rahmila goshefa kamu diem rumah nurut nurut sama kakak kakak lho bunda sayang
0,saudara sana butuh bantu kamu klik donasi sekarang lewat rim
1,ikon goodbye road lewat ikonic kita bahagia lets happy
0,dikit nih kamu udah
1,hati2 kak kalau rupanyaelain rcti konser wkwkwkkwkwkw
1,jangan keluh masalah datang hidup terkadang kamu rasa sakit dapat syukur bahagia
0,dokumen unggah biasa bukan syarat utama jabat kita
-1,
0,get well soon meski beda pandang politik dapat harus ibu dapat laku
-1,perilaku barbar uda resap otak endap dna dal miris gueee
0,jeon wonwoo maju kamu
0,hari hujan rasa dinginama kayak kamu aku sekarang dingin
0,kemarin diskusi sama rizal beliau bilang minat baca kurang distribusi buku maksimal
1,wargi dahlia saat goyang asyiikk acara yangdigoyangyang sama kalpanax ahlinyaatasijamurkulit amp
1,apa lihat biasa saja sangat luar biasa bagi orang yang butuh
0,kamu tau bahwaaaaa
0,jangan terlalu baik sangat orang pijak kepala jangan jahat sangat orang pandang hina biar sama
1,siap2 perang ieu mah kita satu lawan ketidakadilan kronina persib bobotoh
0,apa orang buta mudah hafal alquranebab hindar lihat maksiat mereka hafal guna mata hati
-1,jabat perintah mana hujat tuduh macam2
0,hmmmm diam kau anak muda ayuk lahloh
0,lawankemustahilan pernah bawa juara tidak dengung sekarang yuk
1,sejak bila bini wajib kena masak men patut syukur perempuan sekarang rajin nak kerja
1,shalat dhuha untung sekali punya sempat baca tulis bawah moga memjadi ajar berharg
-1,gembos terang2an aku yakin bisa lawan mustahil dapat bintang dada
0,kamu pake batik hari
0,sewa sound system kalo benar2 larang dekat stadion pasang overhead microphone beberapa titik bukan dynamic
0,waduh arti importir gede lebih kuat lebih kuasa pemerintahemoga pak nembuka
0,batik asal kata amba titik makna tulis titik titik indah atas kain yuk lur lestar
0,doraemonnya kamu
0,buzzer botsnya tim bisa stop ngga sementara itu paling bikin pusing
0,usah kamu gambar aja muka kamu sendiri buat jiheonika
1,aku tak peduli apa tanggap orang tentang serah lama aku capai cita cita kuat sendiri zoro
0,aku bakal kasih kamu donat gak sekarang sore gak apa apa mau beli dulu soal
1,yth gubernuraya sbg warga dki turut doa bangga kpd rawan tunjuk utk memba
0,jaehyun aja tidur malem kalah kamu kak
1,wahai anak adam jangan engkau rasa lemah empat rakaat awal hari niscaya aku allah
0,jangan sekali futur rahmat tuhan boleh nak beri kau tak minta ini jika kau pin
0,tilik gubah baru vitara 2019uzuki vitara 2019 dapat perubahanignifikan akhir res
1,kabar baik nih detikers kalau kamu beli pertamax banyak liter cuma bayar 000 lhoiapa mau via
0,ganti semua maka cukup kerja rakaat sholat dhuha muslim baca tulis
-1,kamu teman malah parah lawas kagak apa baru suka abai baik ora
-1,cebong gerah lihat fitnah lama balas fpi dgn aksi sosial kemanus
-1,tanya lah hubung nih gimana gantung kan gaenak
0,selamat hari batik nasional yuk ikut kumparangiveaway spesial hari batik kamu dapat pulsa 100 ribu good
0,batik makassar batik sumatera beda itu beda tetap satu jua haribatiknasional
0,jelang datang shalat dzuhuryukron siapa tulis pertama tulis moga bisa ambil
1,terus hidup sehat bahagia amp dewasa kelak kamu cerita orang cinta demikian hebat
0,kalo kamu emang sayang sama aku harus dengerin omong orang
-1,sok tau kamu
0,iya udahlah gausah bilang your handsome sama kamu
0,minjoo kamu jangan bandel kayak yabbukiw chosiyena yah
0,tabihan babe
0,akhir kembali mula jadi orang asing dalam ingat
0,batik ciri khas indonesia kita jaga lestari budaya ingat hari batik nasional
1,jangan pikir kamu tak mampu lupa masa lalu tutup pintu masa lalu tuhan selalu buka pintu masa depan
-1,maaf kalo bom ngajak kamu makan enak maaf bisa ajak kamu jalan jalan tempat enak maaf kalo
-1,hati hati kadang kita kesal orang pertama jadi luap emosi orang kita sayang
0,kerjasama sundul dua bek kotak penalti lawan jadi tentu menang retweet likes kamu
0,kata drama korea cuma gitu gitu aja cinta cinta eits belum kenal aja udah hujat aku mah tabah mengh
-1,habis kamu nyebelin
-1,kalo mau canda coba kata kata saring dulu mana sakit mana enggak mana sesuai
1,terimakasih konco hamzah batik
-1,ketika aku sadar bahagia kita henti moga
-1,acap kali bohong manja dari pahit realita ada
-1,ini ada tweet gambar watak fiksyen bodoh lebai suka hukum perlekeh org
0,ente paham cara ind
-1,jangan kata cinta tak tulus hati akhir orang kamu luka
0,mahal
0,tak pergi weekend tidur
1,nih biar motivasi kamu
-1,jarak benci rindu tengah tengah kita putus tak gandeng tangan
0,dunia cantik kenal produk namanyaerumerum rupa zat cair formula diri dar
0,tau medan sana apa gak yaaa kira2 kalau jalan ini apa bmm
0,gel biy log acc cust nya dong
0,infokesehatan awas demam darah intai cegah dgn cara infowargadki duniawanita
0,loh tiny kamu kok liat tinggi
-1,hai mohon maaf atas ketidaknyamanannya info cashback upa credits kamu dapat maksimal
0,hai kak kamu balas rekan admin mohon cek kak thanks ririe
0,kinkin oppa keluar kamu ayo bayarin jangan sia sia koin mubadzir
0,skema umpan sentuh selesai tendang voli retweet likes kamu pilih gol ezechiel
0,liat doi jauh
1,auuwsome hol terimakasih kamu beri ide gaji bulan buang hahahaha
0,syafakillah bunda ratnaarumpaet yakin klo kasus
0,backup statement meow semua fake account betul laa musibah buat ingat
0,hai anak revolusi mana suara idealis
0,meski cinta komunikasi beberapa cara kata kata sering cermin kondisi hati
-1,aku diam bukan sabar mungkin aku diam kamu sadarelamat siang
0,scorpio dingin luar benar sosok hangat sangat romantis
1,ayo twitter galang kuat bantu bapak untuk temu idola
1,enak jadi kamu kalo mau liat bidadari tinggal liat kaca teens paulina teens livia teenshieren
0,batik salah satu kaya bangsa aku dunia ayopakaibatik bentuk peran kita sem
0,kamu perlu bebas atau mulai cinta konsekwensi
-1,hayang leweh ajeeggggg
-1,setiapeptember banyak pihak2 selalu tolak putar film g30s pki malah bilang film hoax pki sdh
-1,menang tau lemah kita hati
-1,kamu cinta orang lebih yang pantas dapat kamu akhir lebih luka yang pantas kamu dapat
1,kamu lebih istimewa komet halley muncul tahun sekali kamu muncul satu kali hidup tak ganti
-1,sorry punya tetangga kayak kalian bentuk another level bedaa datang cuma duduk habis pulang aja songong luu
1,paasahin hahahhahahah char
0,rezeki semua datang pelbagai cara perkara orang kahwin muda rezeki ada orang jaga par
1,memang keren pak
0,kota indonesia ancam gempa besar masa depan ada kamu tinggal ana
0,testimoni zodiak gue bagus semua isi banyak enak kok ngakak baca
0,selamat hari sakti pancasila 2018ejarah beri banyak ajar bukan lupa kita makna
0,ihh lembaga sosial asal turki kenal pensuplai senjata kelompok teroris diyuriah khabarnya ikut
0,hidup aneh memang tidak pernah pilih lahir jadi tapi mesti pikul tanggung jawab
1,enjoy baca cerita can relate with make understand other people troubles
0,sekian banyak lapor polisi zonk tak pernah satu pro
0,laga akhir etihadtadium catat menorehakan gol
0,aku takde apa nak promote kat sini aku juang hak asasi wanita mana kena tindas jadi wanita
1,orang agama pantas renung usah tanggap miring jgn buruk sangka dulu
0,siap siap jadikewl perdana kewloalnya kamu nikmat whatsapp amp line lama cukup isi ulang mulai rp1
-1,aceh fpi mmbantu medukung paslon dungu kok awet kamu jgn sampe suat
1,tidak salah semua musibah datang anggap bala uji allah cuma tidak sedap bila
0,aku pas udah jadi mantan kamu
0,malam mekdi bertam ckp tak jual hari sbrang jaya pown depa ckp tak dak ingt terl
-1,adhyaksaudahlah gempa karena banyak dosa
-1,mas sampean kan orang pinyer jangan terlalu nurutin nafsu ndak bagus sampean sama orba pki lewat https
-1,jangan banyak nanya kamu
1,sabar bun moga alloh balas semua laku dengan cara nya amiinn
0,sweetheart asa kamu setinggi
0,scorpio milik sulit ungkap asa benar milik ekspresi sangat mencol
0,saya pilih tidak pilih itu buah pilih piye mbah
-1,kita nak pegi milo kepal bodo anjing
1,kembar indentik jadi sehat
1,neng bgt guaa dulu klo bazar buku kyk gin liat2 aja padahal beli kagak
-1,dia pilih tuk tinggal jgn mohon tahan dia tak terima kamu apa ada temu orang anonim
1,ici prov bal ajak teman teman berpatisipasi giat bakti sosial upa galang bantu
0,lelaki berangan nak jadi raja lps kahwin semua benda hidang gosok goyang kaki main phone isteri terkej
1,tante gym dulu yah biar sehat enerjik malem mau kencan sma tante nggk kirim foto wajah asli kalian
0,jom lari sama2
0,selamat hari batik nasional kamu pake batik kayak apa hari
0,mentok scroll mentabnya belum balas ayo obrol waktu ehe
1,aku ken maen sosmed jadi tempat nyaman kita sedih masuk temlen becanda sama temen lain
0,hai bot yang punya akun bom dan kamu kangen silah hubunngi 14045 tinggal pesan bunyi kece
1,love bleeeeeh
1,selamat pagiobat terus buat manfaat orang lisan baik terus berdo buat diri dan keluarga
0,korang tau tak titik titik bahagian bawah tiap gempa bumi direkodkan garis bahagian ata
0,hmm kita pecah
0,ingin anak anak henti main jangan kata dah main stop sekarang kata mere
1,beri berita gembira orang orang sabar orang orang apabila timpa musibah mengu
1,jangan tunggu bumi guncang langit runtuh pulang allaah allaah tunggu kita atas sajadah
0,wadooh
0,jangan sia siain aku dong mas ntar kalo tiba undang nikah cetak nama aku sama temen kamu gimana cobak
0,jadi kan shey
0,salam guys aku sekarang tengah run project selamat harimau malaya under wwf malaysia korang
1,balik seram latih psht hati lembut lalu
0,harus jadi cowo aja terus pacar
0,selamat hari batik nasional oktober 2018 identitas bangga demokrats14p2019
-1,sama suami aku kamu jangan cemburu
0,kamu aja
1,jangan takut gagal gagal buat makin kuat tangguh
-1,maksud lapar haus panik org jarah haram pak hukum nyolong babi dlm ada darurat bole
0,harap korang bantu create dar dekat rakyat malaysia harimau malaya nak pup
0,mama minta tea pai medan aku ikut aja kamu medan dong
0,dlam rumah pali paling hensem sbb ckap achik hnsem
0,aku tau tentang kisah aja lis
-1,kalau tak suka orang tak perlu ajak orang benci juga nabi ajar sebar bahagia bukan benci
0,hehehhe tak faham kan diorg actually pandang apa nak apa golong kene tindas elo
0,baby kamu lock account gak bakal lihat atuh
0,suatu aku bilang gin kamu
1,wiih keren makasih yaasobat magangersmk 1emarang moga ilmu ikan manfaat semangat suks
1,senyumuntuksulawesiulawesi temenin senyum nih
0,era malaysia lama mak balik kerja awal semata nak masak maggie jangan buat buat lupa
0,hai kamu aku mau pinjam hati aku buat kamu biar kamu tau berapa besar hati aku buat kamu teens fannie
-1,nda fitnah wleekkk emang kan bulu ketek kamu basah ewhh
1,laku perkara bahagia jiwa favoriteocial artist amas
-1,everything happens for reason ingin hapus memory kejam pki
1,gusdur ajar ada mayoritas minoritas semua sama manusia amp sama warganegara ikat martabat manusia adil
0,kode kalo kamu tipe tipe setia gitu mark
1,sing sabar sib coba jalan lebih kita sedang ada atas angin makin kencang
0,dianastro hari semua
1,kelak akan saling tinggal buah bahagia yang tuhan siap mudah mudah kamu jodoh aku lah
0,tapyasan bunganga
0,kita samaaa
1,cinta batik cinta indonesia haribatiknasional
-1,maaf aku cuma nganggap kamu temen gausah minta maaf aku dah biasa kok
0,skrg sok2 nyuruh2 orang salat kerja provokasiemoga semua jauh orang2 model
0,apa khabar hari dua oktober kurang bulan teatermuzikalnatrah jpxstuff datang anda
0,masa depan kamu
0,pilpres amp pileg serentak buat milu jadi unik sekaligus pelik sini kamu lihat seru sekaligus rumit
1,lucu sekali sih kamu jadi pen gigit
1,emng gemesin
-1,hari gin takut sama olshop suka tipu beli sini yakin kamu cod bogor jual masker spirulina chitosan vitalin
1,ayukk serang
0,coba deh kamu liat diri kamu sendiri
0,jungkook ngantuk ahuu aduuuh jungkook kamu ngantuk kok ganteng dahsyat yaa choi bts2 amas
0,ayo amar makruf nahi munkar
1,sekira orang sukses jadi partner nya jadi staff nya andai bisa jadi murid ajar intens
1,memang benar allah beri apa kamu butuh bukan apa kamu ingin
-1,gus blm hapus pilu krn hilang teman baik kena kanker paru anda wkt ulang plg kurinduka
1,harta ada rezeki dikurniakan biar guna jalan allah moga selalu diredhai insyallah amin
-1,mobil diperetelin apa karna semata faktor lapar lantas apa jarah laku sesuk
0,ini dokter gila dalamejarah dokter eksperimen mereka laku
0,pokok smw krn kamu berkat kamu pek kabeh untalen
1,satu bestie baru kenal baru tiga kali ketemu udah banyak banget bantuin aku ngerasa untung
-1,hindar politisasi gempaulteng prabowo pilih galang dana kalau datang kunjung ini merepotkanaya tid
-1,khianat orang menteri ketua umum partai usung harus cepat selesai mereka waktu
0,info penting sehat gigi mulut kamu ubah hormonal hubung sehat mulut par
1,kita sama sama rubah moral korup jadi moral jujur berani jujur hebat
0,kamu alergi sesuatu tidakkk
-1,brisik kamu tupoksi
-1,nak moveon sometimes susah lah jugak dah kalau crush dok serempak kita
1,terimakasih bapak moga allah kuasa beri pahala berkat luar biasa utk
0,dulu before kahwin lah paling sis risau yelah selera memasing lain2 mak just cakap masak tak paksa
0,salam amp semuaaa tengah fikir nak lunch apa tuama laaa kitaelamat makan tengahari nah korang set reminde
0,punya temen joy kok bilang bilang kamu tey
1,kamu anak setia kawan banget tetap setia padahal cuma anggap kawan
-1,tiba2 kangen mantan apa kabar mantan kamu hidup loh kok dulukan waktu aku pergi kamu bilang gak hidup saya
0,yang tua sokong umno hutang budi juang orang orang umno dulu bukan sekarang
-1,lebih pening aku lihat kamu cuma nyinyir
0,hai uswah utk mesan dgn metode bayar paylater apabila laku refund refundable
0,kamu benar uty baru liat website nyahafa nyata made uty hehe mantul
0,dapat kamu luang waktu sebentar bantu imamafii
0,
0,musni khawatir muncul usaha pemutarbalikan fakta sejarah nyata peristiwa bukan pki melakukann
0,inget gak ulangtahun kamu berapa
-1,bukan tuduh kita bisa terka nerka siapa balik
-1,coba bayangin kalo digituin sekali2 ngertiin lah jangan kamu mulu mau dingertiin
0,from lelaki okay true story benda kahwin semua bintang dekemua bintang please
0,bukankah diam benteng lidah ucap perkara sia siaebelum kau jadi meja terika baik kau
0,coba kalo bangtan udh keluarin tuh kalimat2 lejen terima kasih dlu sama sunbae bikos udh jdi
1,selamat hari batik ayo lestari batik ayo bangga milik negara sendiri jangan biar hak milik bengkalai
-1,bilang buta tidak tidak butaaya coba tutup dua mata had
0,kali ada srikandi paraatletik nanda meiholihahudah kali kali hasil bawa indonesia podium
1,segera sembuh yakin orang wanita tangguh mengapa panik allah always with you
0,juang bukan gaduh how deal with noise maker make them irrelevant iya diketawain anggap
0,kita saling kontak hati lahir kita pertama kali
-1,justru malu nya double pertama perilaku korban sangat manusiawi dua pandanga
0,ntar sore paling lin kamu sana makan
1,cewek gampang maafin kamu biasa cewek paling sayang sama kamu cewek
1,srikandi nasdemulsel ulur bantu korban gempaesama manusia kita panggil bantu saudara
0,kamu pake varian mana
0,jerawat amp kulit minyak bukan masalah besar dah skrg sbb dah order
0,ayokkkkkk ngomongin cogan
0,lalu baik harus jadi opo mbah
-1,jealous dia banyak habis masa dgn asuh lebih drp dgn
0,jadi referensi
0,follback dong sals salshaabilaa
0,berapa sering kamu pergi bioskop hmm kalo film bagus banyak sering
-1,sedih hari cukup hari sajaebab tidak pernah tahu besok lusa air mata mungkin jatuh
0,benda lepastu memang susah nak lupa kita jadi ajar
0,kamu cari kiri cari kanan
0,bro baik kamera letak dulu fokus guna wenang nyaris tak batas orang presiden utk cepat bantua
